Generation,P0_meanFit,P0_varFit,relFitness,meanHI
0,0.8145059999999996,0.0,1.0,1.0494505494505497
1,0.8237809999999982,0.0016339999999999974,1.0113872703209086,0.9995004995004995
2,0.8134521399999997,0.00013455,0.9987061359891759,0.9995554445554441
3,0.8093138300000003,0.00030420999999999985,0.9936253753809058,1.0006716012687313
4,0.80758493,0.0004036999999999999,0.9915027390835677,1.001746887132867
5,0.80709066,0.00044863999999999993,0.9908959050025417,1.0026811684215788
6,0.8070514500000001,0.0004766500000000001,0.9908477653939933,1.0032862396903097
7,0.8073912600000003,0.0004881499999999999,0.9912649630573622,1.0040463844255745
8,0.8077791599999999,0.0005081700000000004,0.9917412026430743,1.0040622736263736
9,0.8083101500000002,0.0005231399999999998,0.9923931192649285,1.0045547302797204
10,0.8090088,0.0005429799999999998,0.9932508784465677,1.0048494318881118
20,0.8162426099999996,0.0007428999999999999,1.0021321021576268,1.0056579269230772
30,0.8264853400000003,0.0010205100000000003,1.0147074914119718,1.0045903544255743
40,0.83982863,0.0013416100000000002,1.0310895561235884,1.001261396353646
50,0.8574354099999999,0.00168281,1.052706069691322,0.995007413206793
60,0.8779233299999997,0.0019282500000000003,1.0778598684355916,0.987695628931069
70,0.9008687999999998,0.00201048,1.106030894800038,0.9785550039560433
80,0.9224763300000002,0.0018840300000000005,1.1325592813312608,0.9702235851848154
90,0.9412245099999998,0.00164683,1.1555771350978385,0.9630330812487514
100,0.9565811000000002,0.00131127,1.174431004805366,0.9575324789110888
