Generation,P0_meanFit,P0_varFit,relFitness,meanHI
0,0.8145059999999996,0.0,1.0,1.0494505494505493
1,0.8237809999999982,0.0016339999999999974,1.0113872703209086,0.9995004995004995
2,0.813530779999999,0.00013130999999999996,0.998802685308641,1.0003946053946056
3,0.8096093700000001,0.00032503000000000013,0.9939882210812446,1.0016745755144856
4,0.8080320499999999,0.0004600800000000001,0.9920516853160071,1.0029503811488516
5,0.8076129999999999,0.0005303,0.9915372016903495,1.003862789170829
6,0.8076759699999999,0.0005768999999999999,0.9916145123547275,1.004267784625375
7,0.80816083,0.0006015700000000001,0.9922097934207974,1.0049966268631367
8,0.8088153700000004,0.0006196500000000001,0.9930133970774925,1.0055352499600403
9,0.80957572,0.0006406599999999998,0.9939469076961981,1.0057233915484511
10,0.8102665200000001,0.0006585699999999997,0.9947950291342237,1.006032248511488
20,0.8191726800000001,0.0008413200000000002,1.00572946055646,1.0070512216083916
30,0.8301729800000003,0.0011100300000000001,1.0192349473177602,1.003018173666334
40,0.8451506300000002,0.0014176399999999995,1.037623577972415,0.9953858166033964
50,0.8638374100000001,0.0017253999999999993,1.0605660486233373,0.9822239994505492
60,0.8851639500000004,0.0019468299999999994,1.0867494530427022,0.966185476153846
70,0.9077852999999995,0.00197151,1.114522544953628,0.9484374004095903
80,0.9291773499999999,0.0018503399999999991,1.140786378491994,0.931725343696304
90,0.9473294400000003,0.0015809800000000005,1.1630723898903133,0.9176468836363637
100,0.9624858600000005,0.0012700900000000004,1.1816805032743773,0.9064958967932069
