Generation,P0_meanFit,P0_varFit,relFitness,meanHI
0,1.0,0.0,1.0,1.0494505494505497
1,1.0,0.0,1.0,0.9995004995004997
2,0.9902042200000001,0.00104061,0.9902042200000001,1.0047152847152843
3,0.98640605,0.00111037,0.98640605,1.0083616383616385
4,0.9848847200000002,0.0008885800000000003,0.9848847200000002,1.010768231768232
5,0.9843034,0.0006887700000000002,0.9843034,1.0124170829170829
6,0.9842293800000003,0.0005576600000000004,0.9842293800000003,1.0136828171828172
7,0.9843078200000002,0.00047983,0.9843078200000002,1.0146338661338659
8,0.9845032900000006,0.00043556000000000004,0.9845032900000006,1.0155029970029974
9,0.9848014499999997,0.00040233999999999995,0.9848014499999997,1.0164425574425575
10,0.9850386700000002,0.00038141,0.9850386700000002,1.017115384615385
20,0.9879625200000004,0.00028379000000000013,0.9879625200000004,1.0238766233766239
30,0.9904459100000003,0.00022226000000000006,0.9904459100000003,1.0293226773226771
40,0.99239702,0.00017499999999999997,0.99239702,1.0335234765234764
50,0.9940453200000003,0.00013743999999999999,0.9940453200000003,1.0370269730269728
60,0.9952318600000001,0.00011093999999999999,0.9952318600000001,1.0395459540459542
70,0.99614124,9.052000000000002e-05,0.99614124,1.0414600399600402
80,0.9968462199999998,7.379999999999999e-05,0.9968462199999998,1.0429335664335664
90,0.9975626500000001,5.730000000000002e-05,0.9975626500000001,1.044421078921079
100,0.9979862799999999,4.778000000000001e-05,0.9979862799999999,1.0453001998001998
