Generation,P0_meanFit,P0_varFit,relFitness,meanHI
0,1.0,0.0,1.0,1.0494505494505495
1,1.0,0.0,1.0,0.9995004995004994
2,0.9905766700000007,0.0009571699999999999,0.9905766700000007,1.0044405594405594
3,0.9871733400000007,0.0012718399999999996,0.9871733400000007,1.008603896103896
4,0.98647664,0.0013481799999999996,0.98647664,1.0127672327672328
5,0.9871266500000004,0.00129221,0.9871266500000004,1.0170354645354645
6,0.9880011099999997,0.0012233699999999997,0.9880011099999997,1.0204870129870132
7,0.9888244900000003,0.0011389199999999999,0.9888244900000003,1.0229645354645354
8,0.9898732900000003,0.001042,0.9898732900000003,1.025639360639361
9,0.9908433400000003,0.0009521200000000004,0.9908433400000003,1.0280744255744252
10,0.9917866700000002,0.0008592000000000006,0.9917866700000002,1.0304470529470529
20,0.9974121900000001,0.00028151000000000006,0.9974121900000001,1.0435789210789213
30,0.9991733000000008,9.121999999999998e-05,0.9991733000000008,1.0475924075924081
40,0.9998189000000002,1.992e-05,0.9998189000000002,1.0490434565434568
50,0.99997779,2.46e-06,0.99997779,1.0494005994005997
60,0.9999944500000001,6.2e-07,0.9999944500000001,1.0494380619380623
70,1.0,0.0,1.0,1.0494505494505495
80,1.0,0.0,1.0,1.0494505494505495
90,1.0,0.0,1.0,1.0494505494505495
100,1.0,0.0,1.0,1.0494505494505495
